title,avg_rating,rating_count,bias_score,is_underserved
Sirens (1994),3.16,3589,-0.44,0
Six Degrees of Separation (1993),3.69,5499,-0.14,0
Sleepless in Seattle (1993),3.51,33436,-0.22,0
Sliver (1993),2.72,5446,-0.69,0
Blade Runner (1982),4.11,47695,-0.04,0
Son in Law (1993),2.86,3978,-0.63,0
So I Married an Axe Murderer (1993),3.21,14679,-0.43,0
Striking Distance (1993),2.93,2401,-0.59,0
Super Mario Bros. (1993),2.09,6756,-0.86,0
Surviving the Game (1994),2.84,903,-0.6,0
Terminal Velocity (1994),2.89,3010,-0.61,0
Thirty-Two Short Films About Glenn Gould (1993),3.88,1513,-0.05,0
Threesome (1994),3.08,3515,-0.48,0
"Nightmare Before Christmas, The (1993)",3.74,26830,-0.14,0
"Three Musketeers, The (1993)",3.2,15446,-0.44,0
Tombstone (1993),3.7,17149,-0.15,0
Trial by Jury (1994),3.08,546,-0.43,0
True Romance (1993),3.81,18609,-0.11,0
"War Room, The (1993)",3.96,1341,-0.03,0
"Pagemaster, The (1994)",2.85,1852,-0.61,0
"Paris, France (1993)",3.01,60,-0.33,0
"Beans of Egypt, Maine, The (1994)",3.01,41,-0.3,0
Killer (Bulletproof Heart) (1994),3.44,232,-0.2,0
Welcome to the Dollhouse (1995),3.76,7285,-0.11,0
Germinal (1993),3.46,374,-0.21,0
Chasers (1994),2.36,372,-0.74,0
Cronos (1993),3.23,1042,-0.37,0
Naked in New York (1994),2.77,158,-0.55,0
Kika (1993),3.34,474,-0.27,0
Bhaji on the Beach (1993),3.55,402,-0.12,0
Little Big League (1994),2.94,1795,-0.58,0
"Slingshot, The (Kådisbellan) (1993)",3.44,239,-0.2,0
"Wedding Gift, The (1994)",3.62,210,-0.07,0
Foreign Student (1994),2.63,38,-0.51,0
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",3.45,223,-0.19,0
Spanking the Monkey (1994),3.3,1456,-0.34,0
"Little Rascals, The (1994)",3.03,3363,-0.49,0
Andre (1994),2.82,697,-0.6,0
"Escort, The (Scorta, La) (1993)",3.05,44,-0.3,0
Princess Caraboo (1994),3.05,606,-0.44,0
"Celluloid Closet, The (1995)",3.97,2018,-0.04,0
Métisse (Café au Lait) (1993),3.33,143,-0.23,0
Dear Diary (Caro Diario) (1994),3.57,301,-0.1,0
I Don't Want to Talk About It (De eso no se habla) (1993),3.06,31,-0.26,0
"Brady Bunch Movie, The (1995)",2.61,11305,-0.73,0
Home Alone (1990),3.18,35843,-0.45,0
Ghost (1990),3.45,33608,-0.31,0
Aladdin (1992),3.7,55791,-0.15,0
Terminator 2: Judgment Day (1991),3.96,71820,-0.08,0
Dances with Wolves (1990),3.74,53377,-0.14,0
Tough and Deadly (1995),2.13,39,-0.65,0
Batman (1989),3.39,56330,-0.33,0
"Silence of the Lambs, The (1991)",4.15,101802,-0.04,0
Snow White and the Seven Dwarfs (1937),3.57,21907,-0.2,0
Pinocchio (1940),3.44,16751,-0.31,0
Pretty Woman (1990),3.44,40755,-0.31,0
Window to Paris (Okno v Parizh) (1994),3.57,181,-0.08,0
"Wild Bunch, The (1969)",3.94,3953,-0.06,0
Love and a .45 (1994),2.97,321,-0.51,0
"Wooden Man's Bride, The (Yan shen) (1994)",3.39,120,-0.18,0
"Great Day in Harlem, A (1994)",3.99,357,0.01,1
"Bye Bye, Love (1995)",2.93,639,-0.55,0
One Fine Day (1996),3.3,4004,-0.36,0
Candyman: Farewell to the Flesh (1995),2.58,1637,-0.71,0
Fargo (1996),4.12,61977,-0.04,0
Homeward Bound II: Lost in San Francisco (1996),3.02,2951,-0.49,0
Heavy Metal (1981),3.38,8957,-0.33,0
Hellraiser: Bloodline (1996),2.53,2032,-0.72,0
"Pallbearer, The (1996)",2.73,1712,-0.67,0
Jane Eyre (1996),3.64,2932,-0.15,0
Loaded (1994),3.11,167,-0.36,0
Bread and Chocolate (Pane e cioccolata) (1973),3.86,667,-0.03,0
"Aristocats, The (1970)",3.38,10758,-0.33,0
"Flower of My Secret, The (La flor de mi secreto) (1995)",3.58,608,-0.13,0
Two Much (1995),2.76,387,-0.59,0
Ed (1996),2.59,793,-0.68,0
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),3.27,50,-0.19,0
My Favorite Season (1993),3.6,344,-0.09,0
"Modern Affair, A (1995)",3.26,46,-0.18,0
Asfour Stah (1990),3.25,34,-0.17,0
"Thin Line Between Love and Hate, A (1996)",2.88,695,-0.57,0
"Last Supper, The (1995)",3.52,2013,-0.18,0
Primal Fear (1996),3.76,13889,-0.12,0
Carried Away (1996),3.35,238,-0.24,0
All Dogs Go to Heaven 2 (1996),2.76,2699,-0.65,0
Land and Freedom (Tierra y libertad) (1995),3.94,448,-0.0,0
Denise Calls Up (1995),3.39,351,-0.24,0
Theodore Rex (1995),2.24,381,-0.77,0
"Family Thing, A (1996)",3.64,1176,-0.12,0
Frisk (1995),2.94,40,-0.39,0
Sgt. Bilko (1996),2.84,7055,-0.64,0
Jack and Sarah (1995),3.29,621,-0.31,0
Girl 6 (1996),2.94,1225,-0.57,0
Diabolique (1996),2.98,3428,-0.58,0
"Little Indian, Big City (Un indien dans la ville) (1994)",2.48,116,-0.66,0
Nelly & Monsieur Arnaud (1995),3.65,336,-0.08,0
Courage Under Fire (1996),3.52,8894,-0.21,0
Mission: Impossible (1996),3.41,47759,-0.32,0
Cold Fever (Á köldum klaka) (1995),3.72,148,-0.01,0
Moll Flanders (1996),3.47,1494,-0.26,0
"Superweib, Das (1996)",2.48,56,-0.62,0
"301, 302 (301/302) (1995)",3.08,84,-0.33,0
Dragonheart (1996),3.22,17367,-0.43,0
Eddie (1996),2.87,1311,-0.6,0
Yankee Zulu (1994),2.55,46,-0.54,0
Billy's Holiday (1995),3.05,55,-0.31,0
Purple Noon (Plein soleil) (1960),3.76,587,-0.05,0
August (1996),2.98,135,-0.47,0
James and the Giant Peach (1996),3.28,13300,-0.38,0
Fear (1996),3.25,3257,-0.37,0
Kids in the Hall: Brain Candy (1996),3.36,3562,-0.32,0
Faithful (1996),3.04,335,-0.42,0
Underground (1995),3.96,1571,-0.04,0
All Things Fair (Lust och fägring stor) (1995),3.44,212,-0.19,0
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),2.56,1192,-0.7,0
Song of the Little Road (Pather Panchali) (1955),4.09,1104,0.02,1
"World of Apu, The (Apur Sansar) (1959)",4.12,918,0.02,1
Mystery Science Theater 3000: The Movie (1996),3.65,7452,-0.16,0
Space Jam (1996),2.79,14268,-0.67,0
Barbarella (1968),2.99,3793,-0.58,0
Hostile Intentions (1994),2.29,31,-0.6,0
They Bite (1996),2.52,30,-0.51,0
Some Folks Call It a Sling Blade (1993),4.07,2846,-0.01,0
"Run of the Country, The (1995)",3.4,102,-0.17,0
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",3.55,1437,-0.17,0
Coup de torchon (Clean Slate) (1981),3.59,390,-0.1,0
Tigrero: A Film That Was Never Made (1994),3.22,71,-0.25,0
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",2.65,41,-0.51,0
It's My Party (1996),3.51,571,-0.15,0
Country Life (1994),3.0,102,-0.45,0
Operation Dumbo Drop (1995),2.59,3187,-0.72,0
"Promise, The (Versprechen, Das) (1995)",3.33,88,-0.2,0
Mrs. Winterbourne (1996),3.05,1294,-0.46,0
Solo (1996),2.34,966,-0.78,0
Under the Domim Tree (Etz Hadomim Tafus) (1994),3.08,37,-0.27,0
"Substitute, The (1996)",3.02,2966,-0.5,0
True Crime (1996),3.18,898,-0.39,0
Butterfly Kiss (1995),3.14,135,-0.33,0
Feeling Minnesota (1996),2.79,1210,-0.63,0
Delta of Venus (1995),2.82,165,-0.54,0
Angus (1995),3.24,1334,-0.38,0
Daens (1992),3.23,123,-0.28,0
Faces (1968),3.77,507,-0.04,0
Boys (1996),2.88,388,-0.55,0
"Quest, The (1996)",2.85,2011,-0.62,0
Cosi (1996),3.5,455,-0.14,0
Sunset Park (1996),3.1,268,-0.39,0
Mulholland Falls (1996),3.08,4984,-0.48,0
"Truth About Cats & Dogs, The (1996)",3.39,17036,-0.33,0
Oliver & Company (1988),3.32,3443,-0.35,0
Celtic Pride (1996),2.74,1348,-0.66,0
Flipper (1996),2.66,2609,-0.7,0
Captives (1994),3.48,198,-0.18,0
Of Love and Shadows (1994),3.42,149,-0.18,0
Dead Man (1995),3.89,4805,-0.07,0
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",3.54,659,-0.14,0
Switchblade Sisters (1975),2.95,340,-0.52,0
Mouth to Mouth (Boca a boca) (1995),3.22,99,-0.27,0
"Visitors, The (Visiteurs, Les) (1993)",3.45,1298,-0.26,0
Multiplicity (1996),2.95,9289,-0.61,0
Wallace & Gromit: The Best of Aardman Animation (1996),4.03,9950,-0.03,0
"Haunted World of Edward D. Wood Jr., The (1996)",3.61,365,-0.1,0
Two Friends (1986),3.33,41,-0.15,0
"Craft, The (1996)",3.09,11107,-0.49,0
"Great White Hype, The (1996)",2.79,1669,-0.63,0
Last Dance (1996),3.12,579,-0.41,0
Cold Comfort Farm (1995),3.81,3781,-0.09,0
"Institute Benjamenta, or This Dream People Call Human Life (1995)",3.42,146,-0.18,0
Low Life (1994),3.07,73,-0.33,0
Heaven's Prisoners (1996),2.92,898,-0.56,0
Original Gangstas (1996),2.8,257,-0.57,0
"Rock, The (1996)",3.69,40412,-0.16,0
Getting Away With Murder (1996),2.68,68,-0.54,0
Cemetery Man (Dellamorte Dellamore) (1994),3.52,1344,-0.18,0
Twister (1996),3.22,40058,-0.43,0
Barb Wire (1996),2.11,5102,-0.86,0
"Garçu, Le (1995)",3.08,31,-0.25,0
Ghost in the Shell (Kôkaku kidôtai) (1995),3.99,10986,-0.07,0
Thinner (1996),2.75,2194,-0.65,0
Spy Hard (1996),2.74,7745,-0.69,0
Brothers in Trouble (1995),2.92,38,-0.39,0
Wallace & Gromit: A Close Shave (1995),4.1,14587,-0.03,0
Force of Evil (1948),3.71,376,-0.06,0
"Stupids, The (1996)",2.35,1197,-0.78,0
"Arrival, The (1996)",3.17,5867,-0.44,0
"Man from Down Under, The (1943)",2.71,48,-0.5,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.2,34324,-0.03,0
Careful (1992),3.44,184,-0.19,0
Vermont Is For Lovers (1992),2.92,45,-0.41,0
"Month by the Lake, A (1995)",3.29,532,-0.31,0
Gold Diggers: The Secret of Bear Mountain (1995),2.95,405,-0.52,0
Kim (1950),3.37,160,-0.21,0
Carmen Miranda: Bananas Is My Business (1994),3.18,124,-0.3,0
Ashes of Time (Dung che sai duk) (1994),3.55,332,-0.12,0
"Jar, The (Khomreh) (1992)",3.1,30,-0.24,0
Maya Lin: A Strong Clear Vision (1994),3.86,383,-0.01,0
Stalingrad (1993),3.67,1131,-0.11,0
"Phantom, The (1996)",2.79,4293,-0.65,0
Striptease (1996),2.41,11799,-0.82,0
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",3.08,62,-0.31,0
Heavy (1995),3.36,635,-0.28,0
Jack (1996),3.04,6227,-0.5,0
I Shot Andy Warhol (1996),3.46,1922,-0.26,0
"Grass Harp, The (1995)",3.53,317,-0.12,0
Someone Else's America (1995),3.01,35,-0.29,0
Marlene Dietrich: Shadow and Light (1996),3.58,142,-0.06,0
Costa Brava (1946),2.74,34,-0.47,0
"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",3.38,167,-0.21,0
Quartier Mozart (1992),2.83,39,-0.43,0
Touki Bouki (1973),3.55,77,-0.04,0
Wend Kuuni (a.k.a. God's Gift) (1982),2.69,39,-0.49,0
Spirits of the Dead (1968),3.02,182,-0.4,0
Babyfever (1994),2.85,54,-0.45,0
Pharaoh's Army (1995),2.91,33,-0.39,0
Trainspotting (1996),4.01,36950,-0.04,0
'Til There Was You (1997),2.85,558,-0.57,0
Independence Day (a.k.a. ID4) (1996),3.4,63687,-0.33,0
Stealing Beauty (1996),3.43,2263,-0.28,0
"Fan, The (1996)",2.87,3105,-0.62,0
"Hunchback of Notre Dame, The (1996)",3.25,14329,-0.39,0
"Cable Guy, The (1996)",2.72,18480,-0.71,0
Kingpin (1996),3.28,13034,-0.38,0
Eraser (1996),3.17,19653,-0.45,0
"Gate of Heavenly Peace, The (1995)",3.67,96,-0.0,0
"Nutty Professor, The (1996)",2.82,23864,-0.66,0
"I, the Worst of All (Yo, la peor de todas) (1990)",3.12,56,-0.29,0
"Unforgettable Summer, An (Un été inoubliable) (1994)",3.52,119,-0.07,0
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",3.6,119,-0.05,0
"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",3.02,56,-0.33,0
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),3.26,125,-0.25,0
Midnight Dancers (Sibak) (1994),3.38,111,-0.19,0
Somebody to Love (1994),3.2,116,-0.29,0
"Very Natural Thing, A (1974)",2.97,49,-0.4,0
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",3.38,122,-0.19,0
Daylight (1996),2.84,3585,-0.63,0
"Frighteners, The (1996)",3.36,7373,-0.34,0
Lone Star (1996),4.05,7682,-0.03,0
Harriet the Spy (1996),3.03,1912,-0.48,0
Phenomenon (1996),3.46,15379,-0.3,0
Walking and Talking (1996),3.56,629,-0.14,0
She's the One (1996),3.08,2395,-0.47,0
"Time to Kill, A (1996)",3.69,14578,-0.15,0
American Buffalo (1996),3.16,603,-0.39,0
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.3,237,-0.27,0
Alaska (1996),3.22,880,-0.37,0
Fled (1996),2.85,1472,-0.61,0
Kazaam (1996),1.85,2251,-0.89,0
Magic Hunter (Büvös vadász) (1994),2.49,39,-0.59,0
Larger Than Life (1996),2.78,529,-0.6,0
Power 98 (1996),2.14,32,-0.63,0
Two Deaths (1995),3.25,79,-0.23,0
"Very Brady Sequel, A (1996)",2.61,3209,-0.72,0
Stefano Quantestorie (1993),3.36,64,-0.16,0
"Death in the Garden (Mort en ce jardin, La) (1956)",2.94,74,-0.44,0
"Crude Oasis, The (1995)",2.99,50,-0.4,0
Hedd Wyn (1992),3.19,39,-0.22,0
"Collector, The (La collectionneuse) (1967)",3.39,187,-0.21,0
Kaspar Hauser (1993),3.8,415,-0.03,0
"Convent, The (O Convento) (1995)",3.09,170,-0.37,0
"Adventures of Pinocchio, The (1996)",3.13,1765,-0.43,0
Joe's Apartment (1996),2.67,2035,-0.69,0
"First Wives Club, The (1996)",3.09,8266,-0.48,0
Stonewall (1995),3.51,235,-0.11,0
Ransom (1996),3.45,17328,-0.3,0
High School High (1996),2.71,1604,-0.67,0
Phat Beach (1996),2.63,219,-0.62,0
Foxfire (1996),3.19,1056,-0.39,0
Chain Reaction (1996),2.92,5795,-0.61,0
Matilda (1996),3.46,7819,-0.29,0
Emma (1996),3.74,9402,-0.13,0
"Crow: City of Angels, The (1996)",2.8,4817,-0.66,0
House Arrest (1996),2.73,757,-0.64,0
"Eyes Without a Face (Yeux sans visage, Les) (1959)",3.7,889,-0.09,0
Tales from the Crypt Presents: Bordello of Blood (1996),2.77,2220,-0.65,0
Lotto Land (1995),3.33,63,-0.17,0
"Story of Xinghua, The (Xinghua san yue tian) (1994)",3.76,181,0.0,1
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",3.37,75,-0.17,0
Flirt (1995),3.5,425,-0.17,0
"Big Squeeze, The (1996)",2.92,122,-0.48,0
"Spitfire Grill, The (1996)",3.66,2189,-0.13,0
Escape from L.A. (1996),2.78,10285,-0.67,0
Cyclo (Xich lo) (1995),3.53,282,-0.12,0
Basquiat (1996),3.5,1810,-0.19,0
Tin Cup (1996),3.17,12216,-0.44,0
Dingo (1991),3.31,121,-0.23,0
"Ballad of Narayama, The (Narayama Bushiko) (1958)",3.73,256,-0.04,0
Every Other Weekend (Un week-end sur deux) (1990),2.82,38,-0.44,0
Mille bolle blu (1993),3.36,59,-0.16,0
Crows and Sparrows (Wuya yu maque) (1949),3.33,50,-0.16,0
"Godfather, The (1972)",4.33,75004,-0.03,0
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.51,397,-0.14,0
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),3.45,2842,-0.28,0
Manny & Lo (1996),3.6,379,-0.1,0
"Wife, The (1995)",3.25,93,-0.24,0
Small Faces (1996),3.32,108,-0.22,0
Bound (1996),3.71,7046,-0.14,0
Carpool (1996),2.38,364,-0.73,0
Death in Brunswick (1991),3.14,100,-0.32,0
Kansas City (1996),3.09,606,-0.42,0
Gone Fishin' (1997),2.26,517,-0.77,0
Lover's Knot (1996),3.2,63,-0.25,0
Vive L'Amour (Ai qing wan sui) (1994),3.67,102,-0.01,0
Shadow of Angels (Schatten der Engel) (1976),3.02,46,-0.31,0
Killer: A Journal of Murder (1995),3.06,86,-0.34,0
Nothing to Lose (1994),3.42,554,-0.24,0
Supercop 2 (Project S) (Chao ji ji hua) (1993),2.73,344,-0.61,0
Girls Town (1996),3.16,179,-0.34,0
Bye-Bye (1995),2.78,30,-0.43,0
"Relic, The (1997)",2.81,2488,-0.64,0
"Island of Dr. Moreau, The (1996)",2.49,6212,-0.8,0
First Kid (1996),2.82,1242,-0.62,0
"Trigger Effect, The (1996)",2.99,871,-0.55,0
Sweet Nothing (1996),3.3,61,-0.19,0
Bogus (1996),2.67,684,-0.65,0
Bulletproof (1996),3.06,1957,-0.47,0
Talk of Angels (1998),2.97,50,-0.4,0
1-900 (06) (1994),3.38,132,-0.19,0
Baton Rouge (Bâton rouge) (1988),3.14,33,-0.23,0
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),2.59,2388,-0.72,0
Twelfth Night (1996),3.72,1483,-0.1,0
Mother Night (1996),3.64,621,-0.1,0
Liebelei (1933),2.84,40,-0.43,0
Venice/Venice (1992),2.98,67,-0.42,0
Wild Reeds (Les roseaux sauvages) (1994),3.67,535,-0.08,0
For Whom the Bell Tolls (1943),3.64,968,-0.12,0
"Philadelphia Story, The (1940)",4.1,8292,-0.03,0
Singin' in the Rain (1952),4.02,14105,-0.04,0
"American in Paris, An (1951)",3.78,3512,-0.09,0
Funny Face (1957),3.61,1910,-0.15,0
Breakfast at Tiffany's (1961),3.81,13703,-0.1,0
Vertigo (1958),4.12,20775,-0.03,0
Rear Window (1954),4.22,26064,-0.03,0
It Happened One Night (1934),4.12,5243,-0.02,0
Gaslight (1944),4.02,2554,-0.01,0
"Gay Divorcee, The (1934)",3.9,992,-0.03,0
North by Northwest (1959),4.19,21883,-0.03,0
"Apartment, The (1960)",4.02,7320,-0.03,0
Some Like It Hot (1959),4.03,15012,-0.04,0
Charade (1963),4.03,5302,-0.02,0
Casablanca (1942),4.2,34813,-0.03,0
"Maltese Falcon, The (1941)",4.12,15630,-0.03,0
My Fair Lady (1964),3.86,12668,-0.09,0
Sabrina (1954),3.87,6534,-0.08,0
Roman Holiday (1953),4.05,8180,-0.03,0
"Little Princess, The (1939)",3.61,1229,-0.14,0
Meet Me in St. Louis (1944),3.73,2219,-0.11,0
"Wizard of Oz, The (1939)",3.92,30354,-0.09,0
Gone with the Wind (1939),3.81,19401,-0.11,0
My Favorite Year (1982),3.78,2541,-0.09,0
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.19,9627,-0.02,0
Citizen Kane (1941),4.07,24159,-0.04,0
2001: A Space Odyssey (1968),4.0,37113,-0.08,0
Golden Earrings (1947),3.51,102,-0.07,0
All About Eve (1950),4.16,6257,-0.02,0
"Women, The (1939)",3.93,1015,-0.03,0
Rebecca (1940),4.06,6153,-0.02,0
Foreign Correspondent (1940),3.8,1140,-0.06,0
Notorious (1946),4.15,6186,-0.02,0
Spellbound (1945),3.88,2717,-0.06,0
"Affair to Remember, An (1957)",3.82,2487,-0.08,0
To Catch a Thief (1955),3.97,5943,-0.07,0
Father of the Bride (1950),3.46,4838,-0.28,0
"Band Wagon, The (1953)",3.74,723,-0.07,0
Ninotchka (1939),3.98,1659,-0.04,0
Love in the Afternoon (1957),3.65,610,-0.1,0
Gigi (1958),3.59,1909,-0.16,0
"Reluctant Debutante, The (1958)",3.31,118,-0.23,0
"Adventures of Robin Hood, The (1938)",3.85,4623,-0.08,0
"Mark of Zorro, The (1940)",3.56,1071,-0.15,0
Laura (1944),4.05,3363,-0.01,0
"Ghost and Mrs. Muir, The (1947)",3.8,1903,-0.07,0
Lost Horizon (1937),3.81,1193,-0.06,0
Top Hat (1935),4.03,2398,-0.01,0
To Be or Not to Be (1942),3.94,1792,-0.04,0
My Man Godfrey (1936),4.02,2168,-0.01,0
Giant (1956),3.73,1940,-0.1,0
East of Eden (1955),3.88,2551,-0.06,0
"Thin Man, The (1934)",4.14,3976,-0.01,0
His Girl Friday (1940),4.08,5043,-0.02,0
Around the World in 80 Days (1956),3.46,2866,-0.27,0
It's a Wonderful Life (1946),4.03,19738,-0.04,0
Mr. Smith Goes to Washington (1939),3.98,7268,-0.07,0
Bringing Up Baby (1938),4.0,5417,-0.03,0
Penny Serenade (1941),3.48,407,-0.21,0
"Scarlet Letter, The (1926)",3.25,262,-0.32,0
Lady of Burlesque (1943),3.13,111,-0.32,0
Of Human Bondage (1934),3.69,445,-0.07,0
Angel on My Shoulder (1946),3.49,184,-0.17,0
Little Lord Fauntleroy (1936),3.4,282,-0.22,0
They Made Me a Criminal (1939),3.4,115,-0.18,0
"Inspector General, The (1949)",3.54,589,-0.14,0
Angel and the Badman (1947),3.4,374,-0.23,0
"39 Steps, The (1935)",3.96,4415,-0.06,0
A Walk in the Sun (1945),3.44,147,-0.18,0
"Outlaw, The (1943)",2.78,194,-0.56,0
Night of the Living Dead (1968),3.64,10498,-0.17,0
"African Queen, The (1951)",4.04,12495,-0.03,0
Beat the Devil (1953),3.5,448,-0.21,0
Cat on a Hot Tin Roof (1958),3.92,3494,-0.06,0
"Last Time I Saw Paris, The (1954)",3.14,142,-0.34,0
Meet John Doe (1941),3.81,1067,-0.06,0
Algiers (1938),3.37,158,-0.21,0
Something to Sing About (1937),3.07,34,-0.26,0
"Farewell to Arms, A (1932)",3.51,495,-0.14,0
Nothing Personal (1995),3.13,51,-0.27,0
"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",3.14,159,-0.34,0
Dangerous Ground (1997),2.61,238,-0.63,0
Picnic (1955),3.64,644,-0.1,0
"Pompatus of Love, The (1996)",2.69,248,-0.61,0
Small Wonders (1995),3.42,63,-0.13,0
Fly Away Home (1996),3.5,3451,-0.2,0
Bliss (1997),3.19,303,-0.35,0
Grace of My Heart (1996),3.33,563,-0.29,0
Brother of Sleep (Schlafes Bruder) (1995),3.47,83,-0.13,0
Maximum Risk (1996),2.74,1033,-0.65,0
Michael Collins (1996),3.57,2790,-0.18,0
"Rich Man's Wife, The (1996)",2.75,286,-0.58,0
Infinity (1996),3.5,259,-0.18,0
Big Night (1996),3.99,5744,-0.06,0
Last Man Standing (1996),3.01,3677,-0.5,0
Caught (1996),3.53,232,-0.11,0
Set It Off (1996),3.22,926,-0.37,0
2 Days in the Valley (1996),3.29,3332,-0.36,0
Curdled (1996),3.09,237,-0.39,0
"Associate, The (Associé, L') (1979)",2.82,44,-0.45,0
Ed's Next Move (1996),3.53,149,-0.08,0
Extreme Measures (1996),3.14,1757,-0.43,0
"Glimmer Man, The (1996)",2.67,1722,-0.68,0
D3: The Mighty Ducks (1996),2.53,2541,-0.73,0
"Chamber, The (1996)",3.25,1674,-0.38,0
"Apple Dumpling Gang, The (1975)",2.96,1945,-0.57,0
"Davy Crockett, King of the Wild Frontier (1955)",3.32,855,-0.31,0
Escape to Witch Mountain (1975),3.14,2862,-0.44,0
"Love Bug, The (1969)",3.08,2850,-0.47,0
Herbie Rides Again (1974),2.76,1695,-0.64,0
Old Yeller (1957),3.54,3926,-0.19,0
"Parent Trap, The (1961)",3.42,5530,-0.3,0
Pollyanna (1960),3.38,1815,-0.3,0
Homeward Bound: The Incredible Journey (1993),3.29,4670,-0.36,0
"Shaggy Dog, The (1959)",3.13,1573,-0.43,0
Swiss Family Robinson (1960),3.51,3839,-0.2,0
That Darn Cat! (1965),3.08,1338,-0.45,0
"20,000 Leagues Under the Sea (1954)",3.51,7352,-0.21,0
Cool Runnings (1993),3.28,8778,-0.38,0
Angels in the Outfield (1994),2.85,4352,-0.63,0
Cinderella (1950),3.53,12402,-0.21,0
Winnie the Pooh and the Blustery Day (1968),3.74,3667,-0.12,0
"Three Caballeros, The (1945)",3.17,1314,-0.42,0
"Sword in the Stone, The (1963)",3.55,7374,-0.2,0
So Dear to My Heart (1949),3.21,138,-0.3,0
Robin Hood: Prince of Thieves (1991),3.3,10367,-0.37,0
Mary Poppins (1964),3.72,18534,-0.14,0
Dumbo (1941),3.44,11692,-0.3,0
Pete's Dragon (1977),3.09,3684,-0.47,0
Bedknobs and Broomsticks (1971),3.35,5226,-0.33,0
Alice in Wonderland (1951),3.62,10794,-0.18,0
"Fox and the Hound, The (1981)",3.47,5789,-0.28,0
Freeway (1996),3.52,1726,-0.18,0
"Sound of Music, The (1965)",3.81,19092,-0.11,0
Die Hard (1988),3.94,47472,-0.08,0
"Lawnmower Man, The (1992)",2.74,8080,-0.69,0
Unhook the Stars (1996),3.22,249,-0.32,0
Synthetic Pleasures (1995),3.06,62,-0.32,0
"Secret Agent, The (1996)",3.35,166,-0.22,0
Secrets & Lies (1996),4.04,6213,-0.03,0
That Thing You Do! (1996),3.44,10023,-0.3,0
To Gillian on Her 37th Birthday (1996),3.01,1275,-0.48,0
Surviving Picasso (1996),3.33,546,-0.29,0
Love Is All There Is (1996),3.03,53,-0.32,0
Beautiful Thing (1996),3.96,1498,-0.04,0
"Long Kiss Goodnight, The (1996)",3.42,10254,-0.31,0
"Ghost and the Darkness, The (1996)",3.4,5816,-0.31,0
Looking for Richard (1996),3.76,1833,-0.08,0
Trees Lounge (1996),3.57,1488,-0.16,0
"Proprietor, The (1996)",3.39,49,-0.13,0
Normal Life (1996),3.04,222,-0.4,0
Get on the Bus (1996),3.48,832,-0.23,0
Shadow Conspiracy (1997),2.77,371,-0.59,0
Jude (1996),3.46,781,-0.24,0
Everyone Says I Love You (1996),3.43,3834,-0.29,0
Bitter Sugar (Azúcar amarga) (1996),3.28,138,-0.25,0
William Shakespeare's Romeo + Juliet (1996),3.54,13352,-0.21,0
Swingers (1996),3.82,11203,-0.1,0
Sleepers (1996),3.63,10949,-0.17,0
"Sunchaser, The (1996)",2.99,85,-0.44,0
Johns (1996),3.29,169,-0.26,0
Shall We Dance (1937),3.96,1561,-0.04,0
"Damsel in Distress, A (1937)",3.4,162,-0.2,0
Crossfire (1947),3.64,384,-0.08,0
"Murder, My Sweet (1944)",3.92,911,-0.03,0
Macao (1952),3.12,74,-0.31,0
For the Moment (1994),3.34,62,-0.17,0
Willy Wonka & the Chocolate Factory (1971),3.71,35707,-0.15,0
"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",3.47,146,-0.16,0
"Innocents, The (1961)",3.82,760,-0.04,0
Sleeper (1973),3.81,8194,-0.1,0
Bananas (1971),3.7,4170,-0.13,0
"Fish Called Wanda, A (1988)",3.82,23483,-0.11,0
